"","0","1","2","3","code_insee","Ville"
"425","De 1991 à 2005","12 463","17","15,9 %","30189","nimes"
"426","Après 2005","7 793","11","14,3 %","30189","nimes"
"427","Avant 1919","237","1","11,8 %","31069","blagnac"
"428","De 1919 à 1945","133","1","8,6 %","31069","blagnac"
"429","De 1946 à 1970","1 835","14","20,8 %","31069","blagnac"
"430","De 1971 à 1990","3 935","31","28,6 %","31069","blagnac"
"431","De 1991 à 2005","2 850","22","15,9 %","31069","blagnac"
"432","Après 2005","3 714","29","14,3 %","31069","blagnac"
"433","Avant 1919","195","1","11,8 %","31149","colomiers"
"434","De 1919 à 1945","206","1","8,6 %","31149","colomiers"
"435","De 1946 à 1970","3 275","18","20,8 %","31149","colomiers"
"436","De 1971 à 1990","6 008","33","28,6 %","31149","colomiers"
"437","De 1991 à 2005","3 771","20","15,9 %","31149","colomiers"
"438","Après 2005","4 666","25","14,3 %","31149","colomiers"
"439","Avant 1919","136","1","11,8 %","31157","cugnaux"
"440","De 1919 à 1945","84","1","8,6 %","31157","cugnaux"
"441","De 1946 à 1970","1 261","14","20,8 %","31157","cugnaux"
"442","De 1971 à 1990","2 393","28","28,6 %","31157","cugnaux"
"443","De 1991 à 2005","2 572","30","15,9 %","31157","cugnaux"
"444","Après 2005","2 022","23","14,3 %","31157","cugnaux"
"445","Avant 1919","614","5","11,8 %","31395","muret"
"446","De 1919 à 1945","211","1","8,6 %","31395","muret"
"447","De 1946 à 1970","1 795","16","20,8 %","31395","muret"
"448","De 1971 à 1990","3 132","28","28,6 %","31395","muret"
"449","De 1991 à 2005","3 216","28","15,9 %","31395","muret"
"450","Après 2005","2 166","19","14,3 %","31395","muret"
"451","Avant 1919","17 070","6","11,8 %","31555","toulouse"
"452","De 1919 à 1945","15 955","5","8,6 %","31555","toulouse"
"453","De 1946 à 1970","61 052","22","20,8 %","31555","toulouse"
"454","De 1971 à 1990","68 747","25","28,6 %","31555","toulouse"
"455","De 1991 à 2005","58 659","21","15,9 %","31555","toulouse"
"456","Après 2005","46 674","17","14,3 %","31555","toulouse"
"457","Avant 1919","176","1","11,8 %","31557","tournefeuille"
"458","De 1919 à 1945","73","0","8,6 %","31557","tournefeuille"
"459","De 1946 à 1970","758","6","20,8 %","31557","tournefeuille"
"460","De 1971 à 1990","4 852","38","28,6 %","31557","tournefeuille"
"461","De 1991 à 2005","3 738","29","15,9 %","31557","tournefeuille"
"462","Après 2005","3 126","24","14,3 %","31557","tournefeuille"
"463","Avant 1919","1 659","13","11,8 %","32013","auch"
"464","De 1919 à 1945","734","6","8,6 %","32013","auch"
"465","De 1946 à 1970","3 173","26","20,8 %","32013","auch"
"466","De 1971 à 1990","3 766","31","28,6 %","32013","auch"
"467","De 1991 à 2005","1 393","11","15,9 %","32013","auch"
"468","Après 2005","1 420","11","14,3 %","32013","auch"
"469","Avant 1919","946","6","11,8 %","33039","begles"
"470","De 1919 à 1945","1 468","10","8,6 %","33039","begles"
"471","De 1946 à 1970","2 586","18","20,8 %","33039","begles"
"472","De 1971 à 1990","2 271","15","28,6 %","33039","begles"
"473","De 1991 à 2005","2 784","19","15,9 %","33039","begles"
"474","Après 2005","4 302","30","14,3 %","33039","begles"
"475","Avant 1919","33 160","23","11,8 %","33063","bordeaux"
"476","De 1919 à 1945","16 676","11","8,6 %","33063","bordeaux"
"477","De 1946 à 1970","25 663","18","20,8 %","33063","bordeaux"
"478","De 1971 à 1990","28 711","20","28,6 %","33063","bordeaux"
"479","De 1991 à 2005","19 409","13","15,9 %","33063","bordeaux"
"480","Après 2005","18 455","13","14,3 %","33063","bordeaux"
"481","Avant 1919","682","5","11,8 %","33069","le-bouscat"
"482","De 1919 à 1945","1 203","10","8,6 %","33069","le-bouscat"
"483","De 1946 à 1970","3 120","26","20,8 %","33069","le-bouscat"
"484","De 1971 à 1990","3 798","32","28,6 %","33069","le-bouscat"
"485","De 1991 à 2005","1 675","14","15,9 %","33069","le-bouscat"
"486","Après 2005","1 149","9","14,3 %","33069","le-bouscat"
"487","Avant 1919","162","1","11,8 %","33075","bruges"
"488","De 1919 à 1945","173","1","8,6 %","33075","bruges"
"489","De 1946 à 1970","1 011","10","20,8 %","33075","bruges"
"490","De 1971 à 1990","1 974","21","28,6 %","33075","bruges"
"491","De 1991 à 2005","2 160","23","15,9 %","33075","bruges"
"492","Après 2005","3 792","40","14,3 %","33075","bruges"
"493","Avant 1919","294","2","11,8 %","33119","cenon"
"494","De 1919 à 1945","660","5","8,6 %","33119","cenon"
"495","De 1946 à 1970","3 104","24","20,8 %","33119","cenon"
"496","De 1971 à 1990","3 067","24","28,6 %","33119","cenon"
"497","De 1991 à 2005","1 528","12","15,9 %","33119","cenon"
"498","Après 2005","3 842","30","14,3 %","33119","cenon"
"499","Avant 1919","298","2","11,8 %","33162","eysines"
"500","De 1919 à 1945","190","1","8,6 %","33162","eysines"
"501","De 1946 à 1970","1 464","13","20,8 %","33162","eysines"
"502","De 1971 à 1990","3 540","32","28,6 %","33162","eysines"
"503","De 1991 à 2005","1 984","18","15,9 %","33162","eysines"
"504","Après 2005","3 490","31","14,3 %","33162","eysines"
"505","Avant 1919","275","2","11,8 %","33192","gradignan"
"506","De 1919 à 1945","228","1","8,6 %","33192","gradignan"
"507","De 1946 à 1970","2 284","18","20,8 %","33192","gradignan"
"508","De 1971 à 1990","5 535","45","28,6 %","33192","gradignan"
"509","De 1991 à 2005","1 938","16","15,9 %","33192","gradignan"
"510","Après 2005","1 826","15","14,3 %","33192","gradignan"
"511","Avant 1919","348","3","11,8 %","33199","gujan-mestras"
"512","De 1919 à 1945","328","3","8,6 %","33199","gujan-mestras"
"513","De 1946 à 1970","1 040","9","20,8 %","33199","gujan-mestras"
"514","De 1971 à 1990","2 738","26","28,6 %","33199","gujan-mestras"
"515","De 1991 à 2005","2 954","28","15,9 %","33199","gujan-mestras"
"516","Après 2005","3 060","29","14,3 %","33199","gujan-mestras"
"517","Avant 1919","2 202","18","11,8 %","33243","libourne"
"518","De 1919 à 1945","1 339","11","8,6 %","33243","libourne"
"519","De 1946 à 1970","2 676","22","20,8 %","33243","libourne"
"520","De 1971 à 1990","3 017","24","28,6 %","33243","libourne"
"521","De 1991 à 2005","1 584","13","15,9 %","33243","libourne"
"522","Après 2005","1 354","11","14,3 %","33243","libourne"
"523","Avant 1919","365","3","11,8 %","33249","lormont"
"524","De 1919 à 1945","280","2","8,6 %","33249","lormont"
"525","De 1946 à 1970","2 223","21","20,8 %","33249","lormont"
"526","De 1971 à 1990","3 394","33","28,6 %","33249","lormont"
"527","De 1991 à 2005","871","8","15,9 %","33249","lormont"
"528","Après 2005","3 045","29","14,3 %","33249","lormont"
"529","Avant 1919","628","1","11,8 %","33281","merignac"
"530","De 1919 à 1945","1 224","3","8,6 %","33281","merignac"
"531","De 1946 à 1970","8 289","22","20,8 %","33281","merignac"
"532","De 1971 à 1990","12 599","34","28,6 %","33281","merignac"
"533","De 1991 à 2005","7 297","19","15,9 %","33281","merignac"
"534","Après 2005","6 773","18","14,3 %","33281","merignac"
"535","Avant 1919","569","1","11,8 %","33318","pessac"
"536","De 1919 à 1945","1 180","3","8,6 %","33318","pessac"
"537","De 1946 à 1970","7 079","22","20,8 %","33318","pessac"
"538","De 1971 à 1990","9 318","29","28,6 %","33318","pessac"
"539","De 1991 à 2005","6 155","19","15,9 %","33318","pessac"
"540","Après 2005","7 027","22","14,3 %","33318","pessac"
"541","Avant 1919","454","3","11,8 %","33449","saint-medard-en-jalles"
"542","De 1919 à 1945","277","2","8,6 %","33449","saint-medard-en-jalles"
"543","De 1946 à 1970","1 558","11","20,8 %","33449","saint-medard-en-jalles"
"544","De 1971 à 1990","4 783","34","28,6 %","33449","saint-medard-en-jalles"
"545","De 1991 à 2005","3 078","22","15,9 %","33449","saint-medard-en-jalles"
"546","Après 2005","3 594","26","14,3 %","33449","saint-medard-en-jalles"
"547","Avant 1919","1 066","4","11,8 %","33522","talence"
"548","De 1919 à 1945","1 564","6","8,6 %","33522","talence"
"549","De 1946 à 1970","4 679","19","20,8 %","33522","talence"
"550","De 1971 à 1990","8 525","34","28,6 %","33522","talence"
"551","De 1991 à 2005","4 590","18","15,9 %","33522","talence"
"552","Après 2005","4 174","17","14,3 %","33522","talence"
"553","Avant 1919","350","2","11,8 %","33529","la-teste-de-buch"
"554","De 1919 à 1945","503","3","8,6 %","33529","la-teste-de-buch"
"555","De 1946 à 1970","1 783","13","20,8 %","33529","la-teste-de-buch"
"556","De 1971 à 1990","4 216","31","28,6 %","33529","la-teste-de-buch"
"557","De 1991 à 2005","3 074","23","15,9 %","33529","la-teste-de-buch"
"558","Après 2005","3 374","25","14,3 %","33529","la-teste-de-buch"
"559","Avant 1919","341","1","11,8 %","33550","villenave-d-ornon"
"560","De 1919 à 1945","560","3","8,6 %","33550","villenave-d-ornon"
"561","De 1946 à 1970","3 693","20","20,8 %","33550","villenave-d-ornon"
"562","De 1971 à 1990","4 440","25","28,6 %","33550","villenave-d-ornon"
"563","De 1991 à 2005","3 046","17","15,9 %","33550","villenave-d-ornon"
"564","Après 2005","5 603","31","14,3 %","33550","villenave-d-ornon"
"565","Avant 1919","1 254","8","11,8 %","34003","agde"
"566","De 1919 à 1945","454","3","8,6 %","34003","agde"
"567","De 1946 à 1970","1 737","11","20,8 %","34003","agde"
"568","De 1971 à 1990","5 714","37","28,6 %","34003","agde"
"569","De 1991 à 2005","3 189","21","15,9 %","34003","agde"
"570","Après 2005","2 785","18","14,3 %","34003","agde"
"571","Avant 1919","2 832","7","11,8 %","34032","beziers"
"572","De 1919 à 1945","4 375","11","8,6 %","34032","beziers"
"573","De 1946 à 1970","10 814","28","20,8 %","34032","beziers"
"574","De 1971 à 1990","9 085","24","28,6 %","34032","beziers"
"575","De 1991 à 2005","4 615","12","15,9 %","34032","beziers"
"576","Après 2005","5 644","15","14,3 %","34032","beziers"
"577","Avant 1919","230","2","11,8 %","34057","castelnau-le-lez"
"578","De 1919 à 1945","141","1","8,6 %","34057","castelnau-le-lez"
"579","De 1946 à 1970","1 868","16","20,8 %","34057","castelnau-le-lez"
"580","De 1971 à 1990","2 486","21","28,6 %","34057","castelnau-le-lez"
"581","De 1991 à 2005","2 119","18","15,9 %","34057","castelnau-le-lez"
"582","Après 2005","4 687","40","14,3 %","34057","castelnau-le-lez"
"583","Avant 1919","469","4","11,8 %","34108","frontignan"
"584","De 1919 à 1945","396","3","8,6 %","34108","frontignan"
"585","De 1946 à 1970","2 323","21","20,8 %","34108","frontignan"
"586","De 1971 à 1990","3 263","30","28,6 %","34108","frontignan"
"587","De 1991 à 2005","2 653","24","15,9 %","34108","frontignan"
"588","Après 2005","1 567","14","14,3 %","34108","frontignan"
"589","Avant 1919","732","6","11,8 %","34145","lunel"
"590","De 1919 à 1945","786","6","8,6 %","34145","lunel"
"591","De 1946 à 1970","1 658","14","20,8 %","34145","lunel"
"592","De 1971 à 1990","3 904","34","28,6 %","34145","lunel"
"593","De 1991 à 2005","2 768","24","15,9 %","34145","lunel"
"594","Après 2005","1 614","14","14,3 %","34145","lunel"
"595","Avant 1919","11 782","7","11,8 %","34172","montpellier"
"596","De 1919 à 1945","5 554","3","8,6 %","34172","montpellier"
"597","De 1946 à 1970","31 288","20","20,8 %","34172","montpellier"
"598","De 1971 à 1990","47 898","30","28,6 %","34172","montpellier"
"599","De 1991 à 2005","31 060","19","15,9 %","34172","montpellier"
"600","Après 2005","28 367","18","14,3 %","34172","montpellier"
"601","Avant 1919","2 288","9","11,8 %","34301","sete"
"602","De 1919 à 1945","2 271","9","8,6 %","34301","sete"
"603","De 1946 à 1970","5 066","21","20,8 %","34301","sete"
"604","De 1971 à 1990","7 667","32","28,6 %","34301","sete"
"605","De 1991 à 2005","3 369","14","15,9 %","34301","sete"
"606","Après 2005","2 788","11","14,3 %","34301","sete"
"607","Avant 1919","947","8","11,8 %","35115","fougeres"
"608","De 1919 à 1945","1 145","10","8,6 %","35115","fougeres"
"609","De 1946 à 1970","3 599","33","20,8 %","35115","fougeres"
"610","De 1971 à 1990","3 159","29","28,6 %","35115","fougeres"
"611","De 1991 à 2005","1 175","10","15,9 %","35115","fougeres"
"612","Après 2005","746","6","14,3 %","35115","fougeres"
"613","Avant 1919","5 107","4","11,8 %","35238","rennes"
"614","De 1919 à 1945","7 318","6","8,6 %","35238","rennes"
"615","De 1946 à 1970","30 624","26","20,8 %","35238","rennes"
"616","De 1971 à 1990","36 005","30","28,6 %","35238","rennes"
"617","De 1991 à 2005","20 553","17","15,9 %","35238","rennes"
"618","Après 2005","16 733","14","14,3 %","35238","rennes"
"619","Avant 1919","2 036","8","11,8 %","35288","saint-malo"
"620","De 1919 à 1945","1 436","5","8,6 %","35288","saint-malo"
"621","De 1946 à 1970","6 010","24","20,8 %","35288","saint-malo"
"622","De 1971 à 1990","7 768","31","28,6 %","35288","saint-malo"
"623","De 1991 à 2005","3 097","12","15,9 %","35288","saint-malo"
"624","Après 2005","4 547","18","14,3 %","35288","saint-malo"
"625","Avant 1919","1 780","8","11,8 %","36044","chateauroux"
"626","De 1919 à 1945","1 836","8","8,6 %","36044","chateauroux"
"627","De 1946 à 1970","7 002","31","20,8 %","36044","chateauroux"
"628","De 1971 à 1990","6 895","31","28,6 %","36044","chateauroux"
"629","De 1991 à 2005","2 627","12","15,9 %","36044","chateauroux"
"630","Après 2005","1 814","8","14,3 %","36044","chateauroux"
"631","Avant 1919","277","1","11,8 %","37122","joue-les-tours"
"632","De 1919 à 1945","335","1","8,6 %","37122","joue-les-tours"
"633","De 1946 à 1970","4 234","23","20,8 %","37122","joue-les-tours"
"634","De 1971 à 1990","7 693","43","28,6 %","37122","joue-les-tours"
"635","De 1991 à 2005","2 712","15","15,9 %","37122","joue-les-tours"
"636","Après 2005","2 589","14","14,3 %","37122","joue-les-tours"
"637","Avant 1919","5 895","7","11,8 %","37261","tours"
"638","De 1919 à 1945","5 945","7","8,6 %","37261","tours"
"639","De 1946 à 1970","22 859","30","20,8 %","37261","tours"
"640","De 1971 à 1990","21 265","28","28,6 %","37261","tours"
"641","De 1991 à 2005","10 796","14","15,9 %","37261","tours"
"642","Après 2005","9 222","12","14,3 %","37261","tours"
"643","Avant 1919","829","6","11,8 %","38053","bourgoin-jallieu"
"644","De 1919 à 1945","719","5","8,6 %","38053","bourgoin-jallieu"
"645","De 1946 à 1970","3 654","27","20,8 %","38053","bourgoin-jallieu"
"646","De 1971 à 1990","3 508","26","28,6 %","38053","bourgoin-jallieu"
"647","De 1991 à 2005","2 017","15","15,9 %","38053","bourgoin-jallieu"
"648","Après 2005","2 686","20","14,3 %","38053","bourgoin-jallieu"
"649","Avant 1919","111","0","11,8 %","38151","echirolles"
"650","De 1919 à 1945","257","1","8,6 %","38151","echirolles"
"651","De 1946 à 1970","5 312","33","20,8 %","38151","echirolles"
"652","De 1971 à 1990","5 634","35","28,6 %","38151","echirolles"
"653","De 1991 à 2005","2 491","15","15,9 %","38151","echirolles"
"654","Après 2005","2 265","14","14,3 %","38151","echirolles"
"655","Avant 1919","264","2","11,8 %","38169","fontaine"
"656","De 1919 à 1945","766","7","8,6 %","38169","fontaine"
"657","De 1946 à 1970","4 395","41","20,8 %","38169","fontaine"
"658","De 1971 à 1990","2 912","27","28,6 %","38169","fontaine"
"659","De 1991 à 2005","1 106","10","15,9 %","38169","fontaine"
"660","Après 2005","1 269","11","14,3 %","38169","fontaine"
"661","Avant 1919","5 515","6","11,8 %","38185","grenoble"
"662","De 1919 à 1945","7 631","9","8,6 %","38185","grenoble"
"663","De 1946 à 1970","29 528","35","20,8 %","38185","grenoble"
"664","De 1971 à 1990","19 891","24","28,6 %","38185","grenoble"
"665","De 1991 à 2005","10 533","12","15,9 %","38185","grenoble"
"666","Après 2005","9 852","11","14,3 %","38185","grenoble"
"667","Avant 1919","250","1","11,8 %","38421","saint-martin-d-heres"
"668","De 1919 à 1945","423","2","8,6 %","38421","saint-martin-d-heres"
"669","De 1946 à 1970","6 500","38","20,8 %","38421","saint-martin-d-heres"
"670","De 1971 à 1990","4 279","25","28,6 %","38421","saint-martin-d-heres"
"671","De 1991 à 2005","2 309","13","15,9 %","38421","saint-martin-d-heres"
"672","Après 2005","3 255","19","14,3 %","38421","saint-martin-d-heres"
"673","Avant 1919","1 808","12","11,8 %","38544","vienne"
"674","De 1919 à 1945","1 639","11","8,6 %","38544","vienne"
"675","De 1946 à 1970","3 966","27","20,8 %","38544","vienne"
"676","De 1971 à 1990","4 302","29","28,6 %","38544","vienne"
"677","De 1991 à 2005","1 400","9","15,9 %","38544","vienne"
"678","Après 2005","1 569","10","14,3 %","38544","vienne"
"679","Avant 1919","916","8","11,8 %","38563","voiron"
"680","De 1919 à 1945","701","6","8,6 %","38563","voiron"
"681","De 1946 à 1970","2 877","28","20,8 %","38563","voiron"
"682","De 1971 à 1990","3 071","30","28,6 %","38563","voiron"
"683","De 1991 à 2005","1 433","14","15,9 %","38563","voiron"
"684","Après 2005","1 237","12","14,3 %","38563","voiron"
"685","Avant 1919","1 586","13","11,8 %","39198","dole"
"686","De 1919 à 1945","855","7","8,6 %","39198","dole"
"687","De 1946 à 1970","3 571","29","20,8 %","39198","dole"
"688","De 1971 à 1990","3 716","30","28,6 %","39198","dole"
