Catégorie socioprofessionnelle,2010,%,2015,%.1,2021,%.2,code_insee,Ville
Agriculteurs exploitants,18,"0,1",28,"0,2",27,"0,1",13071,les-pennes-mirabeau
"Artisans, commerçants, chefs d'entreprise",594,"3,7",723,"4,1",853,"4,6",13071,les-pennes-mirabeau
Cadres et professions intellectuelles supérieures,1375,"8,5",1536,"8,6",2022,"10,8",13071,les-pennes-mirabeau
Professions intermédiaires,2566,"15,8",3045,"17,1",3103,"16,6",13071,les-pennes-mirabeau
Employés,2779,"17,1",2851,"16,1",2960,"15,8",13071,les-pennes-mirabeau
Ouvriers,1451,"8,9",1596,"9,0",1504,"8,0",13071,les-pennes-mirabeau
Retraités,4951,"30,5",5565,"31,3",5344,"28,6",13071,les-pennes-mirabeau
Autres personnes sans activité professionnelle,2509,"15,4",2415,"13,6",2896,"15,5",13071,les-pennes-mirabeau
Ensemble,35410,"100,0",36556,"100,0",37139,"100,0",13103,salon-de-provence
Agriculteurs exploitants,78,"0,2",82,"0,2",91,"0,2",13103,salon-de-provence
"Artisans, commerçants, chefs d'entreprise",1028,"2,9",1045,"2,9",1190,"3,2",13103,salon-de-provence
Cadres et professions intellectuelles supérieures,2784,"7,9",3211,"8,8",3881,"10,4",13103,salon-de-provence
Professions intermédiaires,5018,"14,2",5199,"14,2",5766,"15,5",13103,salon-de-provence
Employés,6607,"18,7",6576,"18,0",6069,"16,3",13103,salon-de-provence
Ouvriers,4139,"11,7",4481,"12,3",4144,"11,2",13103,salon-de-provence
Retraités,9002,"25,4",9236,"25,3",9164,"24,7",13103,salon-de-provence
Autres personnes sans activité professionnelle,6755,"19,1",6725,"18,4",6835,"18,4",13103,salon-de-provence
Ensemble,27800,"100,0",27150,"100,0",28273,"100,0",13117,vitrolles
Agriculteurs exploitants,4,"0,0",3,"0,0",4,"0,0",13117,vitrolles
"Artisans, commerçants, chefs d'entreprise",630,"2,3",715,"2,6",801,"2,8",13117,vitrolles
Cadres et professions intellectuelles supérieures,1634,"5,9",1759,"6,5",2429,"8,6",13117,vitrolles
Professions intermédiaires,4557,"16,4",3881,"14,3",4446,"15,7",13117,vitrolles
Employés,5744,"20,7",5148,"19,0",5149,"18,2",13117,vitrolles
Ouvriers,4026,"14,5",3723,"13,7",3236,"11,4",13117,vitrolles
Retraités,5737,"20,6",6463,"23,8",6754,"23,9",13117,vitrolles
Autres personnes sans activité professionnelle,5467,"19,7",5457,"20,1",5453,"19,3",13117,vitrolles
Ensemble,95123,"100,0",92093,"100,0",94683,"100,0",14118,caen
Agriculteurs exploitants,22,"0,0",46,"0,0",40,"0,0",14118,caen
"Artisans, commerçants, chefs d'entreprise",1891,"2,0",2125,"2,3",2097,"2,2",14118,caen
Cadres et professions intellectuelles supérieures,10048,"10,6",10342,"11,2",11269,"11,9",14118,caen
Professions intermédiaires,13763,"14,5",12383,"13,4",12917,"13,6",14118,caen
Employés,14873,"15,6",14077,"15,3",13472,"14,2",14118,caen
Ouvriers,9154,"9,6",8022,"8,7",7969,"8,4",14118,caen
Retraités,21659,"22,8",20845,"22,6",21123,"22,3",14118,caen
Autres personnes sans activité professionnelle,23714,"24,9",24253,"26,3",25796,"27,2",14118,caen
Ensemble,17559,"100,0",18427,"100,0",18716,"100,0",14327,herouville-saint-clair
Agriculteurs exploitants,9,"0,1",4,"0,0",15,"0,1",14327,herouville-saint-clair
"Artisans, commerçants, chefs d'entreprise",327,"1,9",311,"1,7",423,"2,3",14327,herouville-saint-clair
Cadres et professions intellectuelles supérieures,1102,"6,3",1261,"6,8",1155,"6,2",14327,herouville-saint-clair
Professions intermédiaires,2255,"12,8",2477,"13,4",2370,"12,7",14327,herouville-saint-clair
Employés,3363,"19,2",3438,"18,7",3320,"17,7",14327,herouville-saint-clair
Ouvriers,2476,"14,1",2253,"12,2",2400,"12,8",14327,herouville-saint-clair
Retraités,3486,"19,9",4157,"22,6",4540,"24,3",14327,herouville-saint-clair
Autres personnes sans activité professionnelle,4541,"25,9",4523,"24,5",4494,"24,0",14327,herouville-saint-clair
Ensemble,24258,"100,0",22852,"100,0",22844,"100,0",15014,aurillac
Agriculteurs exploitants,54,"0,2",64,"0,3",61,"0,3",15014,aurillac
"Artisans, commerçants, chefs d'entreprise",659,"2,7",601,"2,6",584,"2,6",15014,aurillac
Cadres et professions intellectuelles supérieures,1542,"6,4",1427,"6,2",1307,"5,7",15014,aurillac
Professions intermédiaires,3161,"13,0",2873,"12,6",2961,"13,0",15014,aurillac
Employés,4201,"17,3",3863,"16,9",3557,"15,6",15014,aurillac
Ouvriers,3041,"12,5",2797,"12,2",2683,"11,7",15014,aurillac
Retraités,7689,"31,7",7779,"34,0",7741,"33,9",15014,aurillac
Autres personnes sans activité professionnelle,3911,"16,1",3449,"15,1",3951,"17,3",15014,aurillac
Ensemble,34958,"100,0",35366,"100,0",35106,"100,0",16015,angouleme
Agriculteurs exploitants,31,"0,1",42,"0,1",20,"0,1",16015,angouleme
"Artisans, commerçants, chefs d'entreprise",799,"2,3",997,"2,8",1085,"3,1",16015,angouleme
Cadres et professions intellectuelles supérieures,3317,"9,5",3322,"9,4",3618,"10,3",16015,angouleme
Professions intermédiaires,4678,"13,4",5108,"14,4",5146,"14,7",16015,angouleme
Employés,5824,"16,7",5963,"16,9",5474,"15,6",16015,angouleme
Ouvriers,4461,"12,8",3974,"11,2",3721,"10,6",16015,angouleme
Retraités,8915,"25,5",9210,"26,0",8917,"25,4",16015,angouleme
Autres personnes sans activité professionnelle,6933,"19,8",6748,"19,1",7125,"20,3",16015,angouleme
Ensemble,21131,"100,0",20320,"100,0",20133,"100,0",17299,rochefort
Agriculteurs exploitants,29,"0,1",12,"0,1",7,"0,0",17299,rochefort
"Artisans, commerçants, chefs d'entreprise",549,"2,6",707,"3,5",639,"3,2",17299,rochefort
Cadres et professions intellectuelles supérieures,1243,"5,9",1097,"5,4",1328,"6,6",17299,rochefort
Professions intermédiaires,2411,"11,4",2305,"11,3",2335,"11,6",17299,rochefort
Employés,3907,"18,5",3481,"17,1",3111,"15,5",17299,rochefort
Ouvriers,2965,"14,0",2622,"12,9",2378,"11,8",17299,rochefort
Retraités,6684,"31,6",6877,"33,8",7154,"35,5",17299,rochefort
Autres personnes sans activité professionnelle,3343,"15,8",3220,"15,8",3181,"15,8",17299,rochefort
Ensemble,64955,"100,0",65684,"100,0",68354,"100,0",17300,la-rochelle
Agriculteurs exploitants,42,"0,1",58,"0,1",27,"0,0",17300,la-rochelle
"Artisans, commerçants, chefs d'entreprise",1759,"2,7",1924,"2,9",2425,"3,5",17300,la-rochelle
Cadres et professions intellectuelles supérieures,4700,"7,2",5374,"8,2",6842,"10,0",17300,la-rochelle
Professions intermédiaires,8281,"12,7",7972,"12,1",8459,"12,4",17300,la-rochelle
Employés,10220,"15,7",9899,"15,1",10176,"14,9",17300,la-rochelle
Ouvriers,6925,"10,7",6375,"9,7",6043,"8,8",17300,la-rochelle
Retraités,18830,"29,0",19788,"30,1",20129,"29,4",17300,la-rochelle
Autres personnes sans activité professionnelle,14198,"21,9",14294,"21,8",14254,"20,9",17300,la-rochelle
Ensemble,22505,"100,0",22003,"100,0",22547,"100,0",17415,saintes
Agriculteurs exploitants,61,"0,3",54,"0,2",29,"0,1",17415,saintes
"Artisans, commerçants, chefs d'entreprise",654,"2,9",627,"2,8",802,"3,6",17415,saintes
Cadres et professions intellectuelles supérieures,1374,"6,1",1354,"6,2",1654,"7,3",17415,saintes
Professions intermédiaires,2876,"12,8",2646,"12,0",3008,"13,3",17415,saintes
Employés,3684,"16,4",3699,"16,8",3184,"14,1",17415,saintes
Ouvriers,2331,"10,4",2225,"10,1",2235,"9,9",17415,saintes
Retraités,7805,"34,7",8102,"36,8",8130,"36,1",17415,saintes
Autres personnes sans activité professionnelle,3719,"16,5",3296,"15,0",3504,"15,5",17415,saintes
Ensemble,56510,"100,0",55849,"100,0",54281,"100,0",18033,bourges
Agriculteurs exploitants,93,"0,2",73,"0,1",47,"0,1",18033,bourges
"Artisans, commerçants, chefs d'entreprise",1293,"2,3",1346,"2,4",1481,"2,7",18033,bourges
Cadres et professions intellectuelles supérieures,4789,"8,5",4852,"8,7",4951,"9,1",18033,bourges
Professions intermédiaires,7502,"13,3",7235,"13,0",7497,"13,8",18033,bourges
Employés,9443,"16,7",8886,"15,9",8537,"15,7",18033,bourges
Ouvriers,7002,"12,4",6179,"11,1",5651,"10,4",18033,bourges
Retraités,16156,"28,6",16757,"30,0",15768,"29,0",18033,bourges
Autres personnes sans activité professionnelle,10233,"18,1",10521,"18,8",10349,"19,1",18033,bourges
Ensemble,22885,"100,0",22501,"100,0",21452,"100,0",18279,vierzon
Agriculteurs exploitants,34,"0,2",30,"0,1",55,"0,3",18279,vierzon
"Artisans, commerçants, chefs d'entreprise",548,"2,4",570,"2,5",561,"2,6",18279,vierzon
Cadres et professions intellectuelles supérieures,774,"3,4",773,"3,4",851,"4,0",18279,vierzon
Professions intermédiaires,2085,"9,1",2059,"9,2",1783,"8,3",18279,vierzon
Employés,3530,"15,4",3561,"15,8",3204,"14,9",18279,vierzon
Ouvriers,3607,"15,8",3508,"15,6",3206,"14,9",18279,vierzon
Retraités,8282,"36,2",8373,"37,2",7649,"35,7",18279,vierzon
Autres personnes sans activité professionnelle,4024,"17,6",3627,"16,1",4141,"19,3",18279,vierzon
Ensemble,41845,"100,0",40135,"100,0",40068,"100,0",19031,brive-la-gaillarde
Agriculteurs exploitants,51,"0,1",66,"0,2",47,"0,1",19031,brive-la-gaillarde
"Artisans, commerçants, chefs d'entreprise",1302,"3,1",1249,"3,1",1246,"3,1",19031,brive-la-gaillarde
Cadres et professions intellectuelles supérieures,2333,"5,6",2515,"6,3",2773,"6,9",19031,brive-la-gaillarde
Professions intermédiaires,5344,"12,8",5077,"12,6",4785,"11,9",19031,brive-la-gaillarde
Employés,6713,"16,0",6419,"16,0",6460,"16,1",19031,brive-la-gaillarde
Ouvriers,5262,"12,6",4806,"12,0",4677,"11,7",19031,brive-la-gaillarde
Retraités,14513,"34,7",13658,"34,0",13135,"32,8",19031,brive-la-gaillarde
Autres personnes sans activité professionnelle,6326,"15,1",6344,"15,8",6946,"17,3",19031,brive-la-gaillarde
Ensemble,18814,"100,0",18205,"100,0",17580,"100,0",21054,beaune
Agriculteurs exploitants,71,"0,4",89,"0,5",108,"0,6",21054,beaune
"Artisans, commerçants, chefs d'entreprise",814,"4,3",769,"4,2",837,"4,8",21054,beaune
Cadres et professions intellectuelles supérieures,1183,"6,3",1322,"7,3",1313,"7,5",21054,beaune
Professions intermédiaires,2256,"12,0",2328,"12,8",2178,"12,4",21054,beaune
Employés,3369,"17,9",3028,"16,6",2810,"16,0",21054,beaune
Ouvriers,3029,"16,1",2870,"15,8",2652,"15,1",21054,beaune
Retraités,5482,"29,1",5411,"29,7",5334,"30,3",21054,beaune
Autres personnes sans activité professionnelle,2610,"13,9",2389,"13,1",2348,"13,4",21054,beaune
Ensemble,131769,"100,0",133444,"100,0",138467,"100,0",21231,dijon
Agriculteurs exploitants,51,"0,0",110,"0,1",73,"0,1",21231,dijon
"Artisans, commerçants, chefs d'entreprise",3031,"2,3",3223,"2,4",3555,"2,6",21231,dijon
Cadres et professions intellectuelles supérieures,14232,"10,8",15343,"11,5",16979,"12,3",21231,dijon
Professions intermédiaires,22225,"16,9",20615,"15,4",21012,"15,2",21231,dijon
Employés,21147,"16,0",21584,"16,2",20954,"15,1",21231,dijon
Ouvriers,14119,"10,7",13177,"9,9",13320,"9,6",21231,dijon
Retraités,28752,"21,8",30010,"22,5",31275,"22,6",21231,dijon
Autres personnes sans activité professionnelle,28211,"21,4",29382,"22,0",31299,"22,6",21231,dijon
Ensemble,16807,"100,0",16867,"100,0",17559,"100,0",22113,lannion
Agriculteurs exploitants,38,"0,2",37,"0,2",29,"0,2",22113,lannion
"Artisans, commerçants, chefs d'entreprise",523,"3,1",524,"3,1",550,"3,1",22113,lannion
Cadres et professions intellectuelles supérieures,1899,"11,3",1969,"11,7",1925,"11,0",22113,lannion
Professions intermédiaires,2049,"12,2",2076,"12,3",2097,"11,9",22113,lannion
Employés,2391,"14,2",2488,"14,8",2280,"13,0",22113,lannion
Ouvriers,1554,"9,2",1528,"9,1",1718,"9,8",22113,lannion
Retraités,4914,"29,2",5237,"31,1",5670,"32,3",22113,lannion
Autres personnes sans activité professionnelle,3438,"20,5",3008,"17,8",3290,"18,7",22113,lannion
Ensemble,38789,"100,0",37676,"100,0",37542,"100,0",22278,saint-brieuc
Agriculteurs exploitants,36,"0,1",10,"0,0",29,"0,1",22278,saint-brieuc
"Artisans, commerçants, chefs d'entreprise",1007,"2,6",1003,"2,7",1146,"3,1",22278,saint-brieuc
Cadres et professions intellectuelles supérieures,2918,"7,5",2785,"7,4",3198,"8,5",22278,saint-brieuc
Professions intermédiaires,5072,"13,1",4676,"12,4",5302,"14,1",22278,saint-brieuc
Employés,5907,"15,2",5752,"15,3",5171,"13,8",22278,saint-brieuc
Ouvriers,5072,"13,1",4391,"11,7",4550,"12,1",22278,saint-brieuc
Retraités,11637,"30,0",11991,"31,8",10904,"29,0",22278,saint-brieuc
Autres personnes sans activité professionnelle,7141,"18,4",7067,"18,8",7242,"19,3",22278,saint-brieuc
Ensemble,23518,"100,0",23398,"100,0",23157,"100,0",24037,bergerac
Agriculteurs exploitants,64,"0,3",57,"0,2",67,"0,3",24037,bergerac
"Artisans, commerçants, chefs d'entreprise",854,"3,6",734,"3,1",708,"3,1",24037,bergerac
Cadres et professions intellectuelles supérieures,1060,"4,5",1101,"4,7",1033,"4,5",24037,bergerac
Professions intermédiaires,2330,"9,9",2583,"11,0",2560,"11,1",24037,bergerac
Employés,4016,"17,1",3648,"15,6",3442,"14,9",24037,bergerac
Ouvriers,2964,"12,6",2690,"11,5",2394,"10,3",24037,bergerac
Retraités,8842,"37,6",9314,"39,8",9534,"41,2",24037,bergerac
Autres personnes sans activité professionnelle,3387,"14,4",3272,"14,0",3418,"14,8",24037,bergerac
Ensemble,25814,"100,0",25774,"100,0",26051,"100,0",24322,perigueux
Agriculteurs exploitants,17,"0,1",16,"0,1",21,"0,1",24322,perigueux
"Artisans, commerçants, chefs d'entreprise",740,"2,9",736,"2,9",917,"3,5",24322,perigueux
Cadres et professions intellectuelles supérieures,1863,"7,2",1858,"7,2",1900,"7,3",24322,perigueux
Professions intermédiaires,3272,"12,7",3232,"12,5",3561,"13,7",24322,perigueux
Employés,4987,"19,3",4756,"18,5",4608,"17,7",24322,perigueux
Ouvriers,2991,"11,6",2809,"10,9",2759,"10,6",24322,perigueux
Retraités,7727,"29,9",7740,"30,0",7312,"28,1",24322,perigueux
Autres personnes sans activité professionnelle,4217,"16,3",4628,"18,0",4972,"19,1",24322,perigueux
Ensemble,99699,"100,0",99065,"100,0",102197,"100,0",25056,besancon
Agriculteurs exploitants,38,"0,0",37,"0,0",53,"0,1",25056,besancon
"Artisans, commerçants, chefs d'entreprise",2245,"2,3",2279,"2,3",2386,"2,3",25056,besancon
Cadres et professions intellectuelles supérieures,10116,"10,1",10086,"10,2",11400,"11,2",25056,besancon
Professions intermédiaires,14628,"14,7",14455,"14,6",14038,"13,7",25056,besancon
Employés,15786,"15,8",15118,"15,3",15295,"15,0",25056,besancon
Ouvriers,11628,"11,7",10147,"10,2",10360,"10,1",25056,besancon
Retraités,21626,"21,7",22621,"22,8",22670,"22,2",25056,besancon
Autres personnes sans activité professionnelle,23631,"23,7",24321,"24,6",25996,"25,4",25056,besancon
Ensemble,21267,"100,0",20497,"100,0",20008,"100,0",25388,montbeliard
Agriculteurs exploitants,3,"0,0",3,"0,0",4,"0,0",25388,montbeliard
"Artisans, commerçants, chefs d'entreprise",405,"1,9",413,"2,0",416,"2,1",25388,montbeliard
Cadres et professions intellectuelles supérieures,1632,"7,7",1495,"7,3",1488,"7,4",25388,montbeliard
Professions intermédiaires,2575,"12,1",2066,"10,1",2002,"10,0",25388,montbeliard
Employés,3119,"14,7",3162,"15,4",2710,"13,5",25388,montbeliard
Ouvriers,3592,"16,9",3281,"16,0",3191,"15,9",25388,montbeliard
Retraités,5786,"27,2",5783,"28,2",5369,"26,8",25388,montbeliard
Autres personnes sans activité professionnelle,4154,"19,5",4295,"21,0",4829,"24,1",25388,montbeliard
Ensemble,29020,"100,0",31075,"100,0",33102,"100,0",26198,montelimar
Agriculteurs exploitants,32,"0,1",63,"0,2",21,"0,1",26198,montelimar
"Artisans, commerçants, chefs d'entreprise",1090,"3,8",1352,"4,3",1247,"3,8",26198,montelimar
Cadres et professions intellectuelles supérieures,1996,"6,9",2219,"7,1",2275,"6,9",26198,montelimar
Professions intermédiaires,4062,"14,0",4284,"13,8",4496,"13,6",26198,montelimar
Employés,4600,"15,9",4911,"15,8",4963,"15,0",26198,montelimar
Ouvriers,3922,"13,5",4236,"13,6",4311,"13,0",26198,montelimar
Retraités,8407,"29,0",8821,"28,4",9449,"28,5",26198,montelimar
Autres personnes sans activité professionnelle,4910,"16,9",5189,"16,7",6340,"19,2",26198,montelimar
Ensemble,27145,"100,0",27329,"100,0",27393,"100,0",26281,romans-sur-isere
Agriculteurs exploitants,47,"0,2",33,"0,1",35,"0,1",26281,romans-sur-isere
"Artisans, commerçants, chefs d'entreprise",755,"2,8",807,"3,0",927,"3,4",26281,romans-sur-isere
Cadres et professions intellectuelles supérieures,1615,"6,0",1652,"6,0",1581,"5,8",26281,romans-sur-isere
Professions intermédiaires,3357,"12,4",3380,"12,4",3514,"12,8",26281,romans-sur-isere
Employés,4110,"15,1",4068,"14,9",4092,"14,9",26281,romans-sur-isere
Ouvriers,4168,"15,4",4225,"15,5",4078,"14,9",26281,romans-sur-isere
Retraités,8329,"30,7",8825,"32,3",8404,"30,7",26281,romans-sur-isere
Autres personnes sans activité professionnelle,4763,"17,5",4340,"15,9",4763,"17,4",26281,romans-sur-isere
Ensemble,52423,"100,0",51839,"100,0",53947,"100,0",26362,valence
Agriculteurs exploitants,63,"0,1",38,"0,1",12,"0,0",26362,valence
"Artisans, commerçants, chefs d'entreprise",1463,"2,8",1430,"2,8",1701,"3,2",26362,valence
Cadres et professions intellectuelles supérieures,4012,"7,7",4553,"8,8",5193,"9,6",26362,valence
Professions intermédiaires,7147,"13,6",6853,"13,2",7402,"13,7",26362,valence
Employés,8476,"16,2",8533,"16,5",8424,"15,6",26362,valence
Ouvriers,7027,"13,4",5965,"11,5",6491,"12,0",26362,valence
Retraités,14234,"27,2",14433,"27,8",13698,"25,4",26362,valence
Autres personnes sans activité professionnelle,10000,"19,1",10033,"19,4",11026,"20,4",26362,valence
Ensemble,40061,"100,0",39594,"100,0",38639,"100,0",27229,evreux
Agriculteurs exploitants,18,"0,0",25,"0,1",16,"0,0",27229,evreux
"Artisans, commerçants, chefs d'entreprise",846,"2,1",714,"1,8",766,"2,0",27229,evreux
Cadres et professions intellectuelles supérieures,2809,"7,0",2921,"7,4",2881,"7,5",27229,evreux
Professions intermédiaires,5411,"13,5",5389,"13,6",4938,"12,8",27229,evreux
Employés,7564,"18,9",7006,"17,7",6959,"18,0",27229,evreux
Ouvriers,6763,"16,9",6050,"15,3",5323,"13,8",27229,evreux
Retraités,8712,"21,7",9150,"23,1",9124,"23,6",27229,evreux
Autres personnes sans activité professionnelle,7937,"19,8",8339,"21,1",8633,"22,3",27229,evreux
Ensemble,19895,"100,0",18868,"100,0",19926,"100,0",27681,vernon
Agriculteurs exploitants,11,"0,1",7,"0,0",5,"0,0",27681,vernon
"Artisans, commerçants, chefs d'entreprise",480,"2,4",523,"2,8",547,"2,7",27681,vernon
Cadres et professions intellectuelles supérieures,1934,"9,7",1908,"10,1",2230,"11,2",27681,vernon
Professions intermédiaires,2690,"13,5",2580,"13,7",2665,"13,4",27681,vernon
Employés,3208,"16,1",2985,"15,8",2746,"13,8",27681,vernon
Ouvriers,3070,"15,4",2631,"13,9",2338,"11,7",27681,vernon
Retraités,4816,"24,2",4753,"25,2",5248,"26,3",27681,vernon
Autres personnes sans activité professionnelle,3686,"18,5",3481,"18,4",4148,"20,8",27681,vernon
Ensemble,32645,"100,0",32386,"100,0",32656,"100,0",28085,chartres
Agriculteurs exploitants,26,"0,1",47,"0,1",61,"0,2",28085,chartres
"Artisans, commerçants, chefs d'entreprise",672,"2,1",718,"2,2",891,"2,7",28085,chartres
Cadres et professions intellectuelles supérieures,3228,"9,9",3473,"10,7",3878,"11,9",28085,chartres
Professions intermédiaires,4894,"15,0",5037,"15,6",4833,"14,8",28085,chartres
Employés,5504,"16,9",5403,"16,7",4909,"15,0",28085,chartres
Ouvriers,4505,"13,8",3644,"11,3",3689,"11,3",28085,chartres
Retraités,9066,"27,8",9339,"28,8",8966,"27,5",28085,chartres
Autres personnes sans activité professionnelle,4750,"14,5",4725,"14,6",5429,"16,6",28085,chartres
Ensemble,23994,"100,0",23749,"100,0",23853,"100,0",28134,dreux
Agriculteurs exploitants,13,"0,1",14,"0,1",22,"0,1",28134,dreux
"Artisans, commerçants, chefs d'entreprise",500,"2,1",535,"2,3",588,"2,5",28134,dreux
Cadres et professions intellectuelles supérieures,1031,"4,3",1026,"4,3",1347,"5,6",28134,dreux
Professions intermédiaires,2684,"11,2",2699,"11,4",2555,"10,7",28134,dreux
